respondent_id,duration_seconds,batch,Q2_job_seeking,Q3_ai_experience,Q3_ai_exp_binary,Q8_manip_check,Q9_1_legitimacy,Q9_2_intention_apply,Q9_3_intention_withdraw,Q9_gap_apply_minus_legit,flag_straightline_rating,flag_always_same_side,flag_manip_fail,Age,Sex,Ethnicity simplified,Country of residence,Employment status,Student status
1463,306,main_study,Yes,Yes,1,Varied,2,4,4,2,0,0,0,40,Female,White,United States,Part-Time,No
1464,157,main_study,Yes,Yes,1,Varied,2,3,3,1,0,0,0,26,Female,White,United States,Full-Time,No
1465,213,main_study,Yes,Yes,1,Varied,2,3,2,1,0,0,0,43,Male,White,United States,Unemployed (and job seeking),No
1466,389,main_study,Yes,Yes,1,Varied,2,2,5,0,0,0,0,20,Male,White,United States,Unemployed (and job seeking),Yes
1467,179,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,19,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Yes
1468,373,main_study,Yes,Yes,1,Varied,4,4,1,0,0,0,0,39,Female,White,United States,Part-Time,No
1469,203,main_study,Yes,Yes,1,Varied,1,1,5,0,0,0,0,27,Female,Asian,United States,Unemployed (and job seeking),No
1470,195,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,32,Female,Black,United States,Part-Time,No
1471,691,main_study,Yes,Yes,1,Varied,4,3,3,-1,0,0,0,47,Female,Black,United States,Unemployed (and job seeking),No
1472,569,main_study,Yes,Yes,1,Varied,3,4,3,1,0,0,0,39,Female,Asian,United States,Full-Time,No
1473,254,main_study,Yes,Yes,1,Varied,2,2,4,0,0,0,0,35,Female,White,United States,Full-Time,No
1474,185,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,29,Male,Asian,United States,Full-Time,No
1475,121,main_study,Yes,Not sure,0,Varied,2,4,2,2,0,0,0,37,Female,White,United States,Full-Time,Yes
1476,250,main_study,Yes,Yes,1,Varied,2,4,1,2,0,0,0,38,Female,Other,United States,Full-Time,No
1477,175,main_study,Yes,Not sure,0,Varied,4,2,3,-2,0,1,0,26,Female,Asian,United States,Full-Time,No
1478,187,main_study,Yes,Yes,1,Varied,2,3,1,1,0,0,0,20,Male,Other,United States,Part-Time,Yes
1479,138,main_study,Yes,Yes,1,Varied,3,3,3,0,0,0,0,42,Male,Asian,United States,Part-Time,No
1480,252,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,29,Male,White,United States,Full-Time,No
1481,295,main_study,Yes,Not sure,0,Varied,1,4,2,3,0,0,0,30,Female,White,United States,Part-Time,No
1482,371,main_study,Yes,Not sure,0,Varied,2,1,5,-1,0,0,0,38,Female,White,United States,Part-Time,No
1483,188,main_study,Yes,Not sure,0,Varied,4,3,4,-1,0,0,0,25,Female,White,United States,Unemployed (and job seeking),No
1484,174,main_study,Yes,Yes,1,Varied,1,4,2,3,1,0,0,23,Female,White,United States,Due to start a new job within the next month,Yes
1485,202,main_study,Yes,Yes,1,Varied,4,5,1,1,0,0,0,39,Female,White,United States,Unemployed (and job seeking),Yes
1486,382,main_study,Yes,Yes,1,Varied,4,3,2,-1,0,0,0,36,Male,White,United States,Full-Time,Yes
1487,144,main_study,Yes,No,0,Varied,4,4,2,0,0,0,0,29,Male,Asian,United States,Full-Time,No
1488,172,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,57,Male,White,United States,Full-Time,No
1489,363,main_study,Yes,Yes,1,Varied,2,3,3,1,0,0,0,38,Female,Black,United States,Unemployed (and job seeking),No
1490,216,main_study,Yes,Yes,1,Varied,2,2,4,0,0,0,0,24,Male,Asian,United States,Part-Time,No
1491,179,main_study,Yes,Not sure,0,Varied,2,3,3,1,0,0,0,18,Female,Mixed,United States,Unemployed (and job seeking),No
1492,210,main_study,Yes,Yes,1,Varied,1,2,4,1,0,0,0,37,Male,White,United States,Full-Time,No
1493,406,main_study,Yes,Yes,1,Stayed the same,4,2,3,-2,0,0,1,36,Male,White,United States,Unemployed (and job seeking),Yes
1494,375,main_study,Yes,Yes,1,Stayed the same,4,4,2,0,0,0,1,32,Female,White,United States,Unemployed (and job seeking),No
1495,550,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,29,Male,Black,United States,Full-Time,No
1496,557,main_study,Yes,Not sure,0,Varied,2,3,3,1,0,0,0,18,Female,White,United States,Unemployed (and job seeking),Yes
1497,193,main_study,Yes,Yes,1,Varied,4,3,3,-1,0,0,0,44,Male,White,United States,Full-Time,No
1498,198,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,56,Female,White,United States,Unemployed (and job seeking),No
1499,365,main_study,Yes,Yes,1,Varied,1,1,5,0,0,0,0,28,Male,Mixed,United States,Unemployed (and job seeking),No
1500,341,main_study,Yes,Yes,1,Varied,5,5,1,0,0,0,0,30,Female,White,United States,Unemployed (and job seeking),No
1501,444,main_study,Yes,No,0,Varied,4,4,2,0,0,0,0,35,Female,Black,United States,Full-Time,Yes
1502,379,main_study,Yes,No,0,Varied,2,3,3,1,0,0,0,50,Female,White,United States,Part-Time,No
1503,245,main_study,Yes,Yes,1,Varied,1,4,2,3,0,0,0,53,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Yes
1504,287,main_study,Yes,Yes,1,Varied,1,2,4,1,0,0,0,31,Female,White,United States,Part-Time,No
1505,272,main_study,Yes,Not sure,0,Varied,2,3,3,1,0,0,0,25,Female,White,United States,Unemployed (and job seeking),No
1506,359,main_study,Yes,Yes,1,Varied,2,2,3,0,0,0,0,47,Male,Asian,United States,Full-Time,No
1507,505,main_study,Yes,Yes,1,Varied,2,3,3,1,0,0,0,51,Female,Mixed,United States,Full-Time,No
1508,368,main_study,Yes,Not sure,0,Varied,2,3,3,1,0,0,0,63,Female,White,United States,Part-Time,No
1509,479,main_study,Yes,Yes,1,Varied,2,3,2,1,0,0,0,34,Female,White,United States,Full-Time,No
1510,192,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,19,Male,Black,United States,Unemployed (and job seeking),No
1511,307,main_study,Yes,Not sure,0,Varied,3,3,2,0,0,0,0,52,Male,White,United States,Part-Time,No
1512,318,main_study,Yes,Yes,1,Varied,2,4,2,2,0,0,0,42,Male,White,United States,Full-Time,No
1513,226,main_study,Yes,Yes,1,Varied,4,4,1,0,0,0,0,26,Male,Asian,United States,Full-Time,Yes
1514,276,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,43,Female,White,United States,Other,No
1515,195,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,31,Female,White,United States,Full-Time,No
1516,510,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,46,Female,White,United States,Full-Time,No
1517,211,main_study,Yes,Not sure,0,Varied,2,2,3,0,0,0,0,26,Male,White,United States,Unemployed (and job seeking),No
1518,352,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,34,Female,Black,United States,Unemployed (and job seeking),No
1519,378,main_study,Yes,Yes,1,Varied,1,4,1,3,0,0,0,39,Female,Black,United States,Unemployed (and job seeking),No
1520,326,main_study,Yes,Not sure,0,Varied,3,3,2,0,0,0,0,39,Male,White,United States,Unemployed (and job seeking),No
1521,483,main_study,Yes,Yes,1,Varied,2,2,4,0,0,0,0,35,Male,White,United States,Full-Time,No
1522,251,main_study,Yes,Yes,1,Varied,4,5,4,1,0,0,0,22,Male,White,United States,Full-Time,Yes
1523,534,main_study,Yes,Yes,1,Varied,2,1,4,-1,0,0,0,27,Female,White,United States,Other,Yes
1524,252,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,28,Male,White,United States,Full-Time,No
1525,203,main_study,Yes,Yes,1,Varied,4,2,5,-2,0,0,0,42,Female,White,United States,Unemployed (and job seeking),No
1526,261,main_study,Yes,Yes,1,Varied,1,1,5,0,0,0,0,26,Female,White,United States,DATA_EXPIRED,No
1527,249,main_study,Yes,Not sure,0,Varied,4,4,3,0,0,0,0,50,DATA_EXPIRED,DATA_EXPIRED,United States,Unemployed (and job seeking),No
1528,520,main_study,Yes,Yes,1,Not sure,3,4,2,1,0,0,1,28,Female,Asian,United States,Unemployed (and job seeking),No
1529,95,main_study,Yes,Yes,1,Stayed the same,3,3,3,0,0,0,1,42,Female,White,United States,Full-Time,No
1530,150,main_study,Yes,Yes,1,Varied,3,2,3,-1,0,0,0,25,Male,White,United States,Unemployed (and job seeking),No
1531,350,main_study,Yes,Yes,1,Varied,3,3,3,0,0,0,0,34,Male,White,United States,Full-Time,No
1532,163,main_study,Yes,Yes,1,Varied,3,3,3,0,0,0,0,44,Male,White,United States,Full-Time,DATA_EXPIRED
1533,229,main_study,Yes,Yes,1,Varied,3,3,3,0,0,0,0,46,Male,White,United States,Full-Time,No
1534,285,main_study,Yes,Yes,1,Varied,1,1,3,0,1,0,0,25,Female,Asian,United States,Unemployed (and job seeking),No
1535,377,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,45,Male,White,United States,Full-Time,No
1536,135,main_study,Yes,Yes,1,Stayed the same,4,4,1,0,0,0,1,32,Male,White,United States,Full-Time,No
1537,196,main_study,Yes,Not sure,0,Varied,3,3,3,0,0,0,0,59,Male,White,United States,Unemployed (and job seeking),No
1538,190,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,41,Male,White,United States,Full-Time,Yes
1539,141,main_study,Yes,No,0,Varied,4,4,3,0,0,0,0,29,Female,Asian,United States,Part-Time,Yes
1540,115,main_study,Yes,Yes,1,Varied,1,1,5,0,1,0,0,32,Female,White,United States,Unemployed (and job seeking),No
1541,509,main_study,Yes,Not sure,0,Varied,3,3,2,0,0,0,0,37,Male,Black,United States,Due to start a new job within the next month,No
1542,341,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,51,Male,White,United States,Full-Time,No
1543,149,main_study,Yes,Yes,1,Varied,3,3,3,0,0,0,0,43,Male,White,United States,Full-Time,Yes
1544,202,main_study,Yes,Not sure,0,Varied,3,3,1,0,0,0,0,32,Female,Asian,United States,Full-Time,Yes
1545,465,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,29,Female,Asian,United States,Part-Time,No
1546,169,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,48,Female,White,United States,Full-Time,No
1547,652,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,27,Male,White,United States,Part-Time,No
1548,314,main_study,Yes,Yes,1,Varied,3,3,3,0,1,0,0,31,Female,White,United States,Unemployed (and job seeking),No
1549,201,main_study,Yes,Yes,1,Varied,4,4,1,0,0,0,0,41,Male,White,United States,Full-Time,No
1550,239,main_study,Yes,Not sure,0,Varied,4,4,4,0,0,0,0,44,Female,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Yes
1551,351,main_study,Yes,Not sure,0,Varied,3,4,2,1,0,0,0,47,Female,Black,United States,Other,No
1552,292,main_study,Yes,Yes,1,Varied,3,4,1,1,0,0,0,22,Female,Black,United States,Full-Time,Yes
1553,430,main_study,Yes,Yes,1,Varied,3,4,3,1,0,0,0,45,Male,White,United States,Full-Time,Yes
1554,492,main_study,Yes,Yes,1,Varied,1,1,4,0,0,0,0,23,Female,Asian,United States,Part-Time,Yes
1555,521,main_study,Yes,Not sure,0,Not sure,4,3,2,-1,0,0,1,44,Male,Other,United States,Unemployed (and job seeking),No
1556,609,main_study,Yes,Yes,1,Varied,4,4,1,0,0,0,0,57,Female,White,United States,Other,No
1557,467,main_study,Yes,Not sure,0,Varied,1,3,3,2,0,0,0,19,Female,White,United States,Unemployed (and job seeking),No
1558,322,main_study,Yes,Not sure,0,Varied,2,3,2,1,0,0,0,18,Female,Mixed,United States,Unemployed (and job seeking),Yes
1559,250,main_study,Yes,Not sure,0,Varied,2,3,3,1,0,0,0,25,Male,White,United States,Unemployed (and job seeking),Yes
1560,142,main_study,Yes,Yes,1,Varied,2,3,2,1,0,0,0,22,Female,White,United States,Part-Time,No
1561,175,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,35,Male,Asian,United States,Full-Time,No
1562,186,main_study,Yes,Yes,1,Not sure,3,3,2,0,0,0,1,45,Female,White,United States,Unemployed (and job seeking),Yes
1563,261,main_study,Yes,Yes,1,Varied,4,3,2,-1,0,0,0,33,Female,Mixed,United States,Full-Time,No
1564,168,main_study,Yes,Yes,1,Varied,3,5,1,2,0,0,0,32,Male,White,United States,Part-Time,No
1565,139,main_study,Yes,Yes,1,Stayed the same,2,4,1,2,0,1,1,32,Male,Black,United States,Part-Time,No
1566,287,main_study,Yes,Yes,1,Varied,2,3,2,1,0,0,0,36,Male,White,United States,Full-Time,No
1567,471,main_study,Yes,Yes,1,Varied,3,4,3,1,0,0,0,31,Male,White,United States,Full-Time,No
1568,246,main_study,Yes,No,0,Varied,4,4,1,0,0,0,0,54,Female,White,United States,Part-Time,Yes
1569,313,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,28,Male,White,United States,Full-Time,No
1570,349,main_study,Yes,Yes,1,Varied,2,4,2,2,1,0,0,40,Female,White,United States,Part-Time,No
1571,422,main_study,Yes,Yes,1,Varied,1,1,5,0,0,0,0,31,Male,Black,United States,Other,No
1572,183,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,34,Male,White,United States,Full-Time,Yes
1573,348,main_study,Yes,Yes,1,Varied,2,4,1,2,1,0,0,37,Female,White,United States,Full-Time,Yes
1574,251,main_study,Yes,No,0,Varied,4,3,3,-1,0,0,0,43,Female,White,United States,Full-Time,No
1575,407,main_study,Yes,Yes,1,Varied,3,4,1,1,0,0,0,36,Male,White,United States,Full-Time,No
1576,163,main_study,Yes,Yes,1,Varied,2,4,2,2,0,0,0,39,Male,White,United States,Full-Time,Yes
1577,388,main_study,Yes,Yes,1,Varied,4,4,2,0,1,1,0,38,Female,White,United States,Unemployed (and job seeking),Yes
1578,298,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,32,Female,Black,United States,Unemployed (and job seeking),No
1579,144,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,36,Male,Black,United States,Full-Time,Yes
1580,272,main_study,Yes,Yes,1,Varied,5,5,1,0,0,0,0,63,Male,White,United States,Part-Time,No
1581,389,main_study,Yes,Yes,1,Varied,2,4,3,2,0,0,0,27,Male,Black,United States,Full-Time,No
1582,216,main_study,Yes,Yes,1,Varied,4,3,2,-1,0,0,0,45,Male,White,United States,Full-Time,No
1583,527,main_study,Yes,Yes,1,Not sure,4,4,1,0,1,0,1,56,Female,White,United States,Unemployed (and job seeking),No
1584,766,main_study,Yes,No,0,Varied,3,3,2,0,0,0,0,49,Male,White,United States,Full-Time,No
1585,203,main_study,Yes,Not sure,0,Varied,4,4,2,0,0,0,0,35,Male,Black,United States,Unemployed (and job seeking),No
1586,513,main_study,Yes,No,0,Varied,2,3,2,1,0,0,0,18,Female,Black,United States,Unemployed (and job seeking),Yes
1587,180,main_study,Yes,No,0,Varied,3,4,2,1,0,0,0,23,Female,Other,United States,Other,Yes
1588,535,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,33,Female,Asian,United States,Full-Time,No
1589,221,main_study,Yes,Not sure,0,Varied,4,4,2,0,0,0,0,48,Male,White,United States,Part-Time,Yes
1590,346,main_study,Yes,Not sure,0,Varied,3,3,3,0,0,0,0,35,Male,White,United States,Due to start a new job within the next month,No
1591,310,main_study,Yes,Yes,1,Varied,2,2,4,0,0,0,0,49,Female,White,United States,Full-Time,No
1592,225,main_study,Yes,No,0,Varied,4,4,3,0,0,0,0,39,Female,White,United States,Part-Time,No
1593,527,main_study,Yes,Yes,1,Varied,4,4,3,0,0,0,0,39,Female,White,United States,Unemployed (and job seeking),Yes
1594,230,main_study,Yes,Yes,1,Varied,1,3,3,2,0,0,0,26,Female,Black,United States,Unemployed (and job seeking),No
1595,235,main_study,Yes,Yes,1,Varied,2,3,3,1,0,0,0,51,Female,White,United States,Part-Time,No
1596,475,main_study,Yes,No,0,Varied,4,5,1,1,0,0,0,50,Male,Black,United States,DATA_EXPIRED,No
1597,239,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,43,Male,White,United States,Part-Time,No
1598,1149,main_study,Yes,Yes,1,Varied,3,4,1,1,0,0,0,54,Female,Asian,United States,Other,No
1599,861,main_study,Yes,Yes,1,Varied,5,5,1,0,0,0,0,41,Male,Black,United States,Full-Time,No
1600,319,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,40,Male,Black,United States,Part-Time,Yes
1601,182,main_study,Yes,Yes,1,Stayed the same,3,2,5,-1,0,0,1,41,Female,Black,United States,Full-Time,No
1602,688,main_study,Yes,No,0,Varied,4,4,1,0,0,0,0,36,Female,White,United States,Part-Time,No
1603,266,main_study,Yes,Not sure,0,Varied,1,4,2,3,0,0,0,26,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Yes
1604,484,main_study,Yes,Not sure,0,Varied,4,4,2,0,1,0,0,56,Female,Mixed,United States,Unemployed (and job seeking),Yes
1605,78,main_study,Yes,Not sure,0,Varied,2,1,3,-1,0,0,0,27,Male,Other,United States,Full-Time,Yes
1606,432,main_study,Yes,Not sure,0,Varied,4,4,1,0,0,0,0,61,Female,White,United States,Part-Time,No
1607,431,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,69,Female,Prefer not to say,United States,DATA_EXPIRED,No
1608,383,main_study,Yes,Yes,1,Not sure,3,4,1,1,0,0,1,51,Female,White,United States,Full-Time,Yes
1609,246,main_study,Yes,Yes,1,Stayed the same,2,2,3,0,0,0,1,51,Female,White,United States,Unemployed (and job seeking),No
1610,427,main_study,Yes,Yes,1,Varied,3,3,3,0,0,0,0,24,Male,Asian,United States,Part-Time,No
1611,185,main_study,Yes,Yes,1,Varied,2,4,3,2,0,0,0,38,Male,Other,United States,Full-Time,No
1612,255,main_study,Yes,Yes,1,Varied,2,3,2,1,0,0,0,26,Female,Black,United States,Full-Time,Yes
1613,195,main_study,Yes,Yes,1,Varied,2,4,2,2,0,0,0,36,Male,White,United States,Full-Time,No
1614,330,main_study,Yes,Yes,1,Varied,3,4,1,1,0,0,0,65,Male,White,United States,Unemployed (and job seeking),No
1615,200,main_study,Yes,Yes,1,Stayed the same,4,4,2,0,0,0,1,34,Female,White,United States,Part-Time,No
1616,289,main_study,Yes,Not sure,0,Varied,2,4,3,2,0,0,0,31,Male,Black,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
1617,298,main_study,Yes,Yes,1,Varied,4,4,1,0,0,0,0,61,Male,White,United States,Full-Time,No
1618,342,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,52,Female,Black,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
1619,152,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,26,Male,White,United States,Part-Time,Yes
1620,227,main_study,Yes,Yes,1,Varied,2,3,2,1,0,0,0,30,Male,White,United States,Full-Time,No
1621,167,main_study,Yes,Yes,1,Varied,3,3,3,0,0,0,0,48,Male,White,United States,Full-Time,No
1622,259,main_study,Yes,Yes,1,Stayed the same,2,2,2,0,0,0,1,38,Female,White,United States,Full-Time,Yes
1623,205,main_study,Yes,Yes,1,Varied,4,5,1,1,0,0,0,34,Male,White,United States,Full-Time,Yes
1624,333,main_study,Yes,Yes,1,Varied,1,2,3,1,0,0,0,29,Female,White,United States,Part-Time,No
1625,198,main_study,Yes,Yes,1,Varied,4,4,1,0,0,0,0,53,Female,White,United States,Full-Time,No
1626,189,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,32,Male,Other,United States,Full-Time,Yes
1627,443,main_study,Yes,Yes,1,Varied,1,1,1,0,0,0,0,43,Male,Black,United States,Full-Time,No
1628,350,main_study,Yes,Yes,1,Not sure,4,4,1,0,0,0,1,58,Male,White,United States,Unemployed (and job seeking),No
1629,781,main_study,Yes,Yes,1,Varied,2,3,2,1,0,0,0,38,Female,White,United States,Full-Time,No
1630,213,main_study,Yes,No,0,Varied,2,4,3,2,0,0,0,38,Male,White,United States,Unemployed (and job seeking),No
1631,251,main_study,Yes,Yes,1,Varied,2,4,1,2,0,0,0,21,Male,White,United States,Unemployed (and job seeking),Yes
1632,211,main_study,Yes,Yes,1,Varied,1,2,2,1,0,0,0,21,Male,White,United States,Full-Time,Yes
1633,207,main_study,Yes,Yes,1,Varied,4,4,1,0,0,0,0,37,Male,Mixed,United States,Unemployed (and job seeking),No
1634,312,main_study,Yes,Yes,1,Varied,4,3,2,-1,0,0,0,33,Male,Black,United States,Full-Time,Yes
1635,372,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,79,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
1636,199,main_study,Yes,No,0,Varied,3,3,3,0,0,0,0,36,Male,White,United States,Unemployed (and job seeking),No
1637,173,main_study,Yes,Not sure,0,Varied,3,4,3,1,0,0,0,39,Male,Asian,United States,Unemployed (and job seeking),No
1638,363,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,53,Female,Black,United States,Unemployed (and job seeking),Yes
1639,312,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,31,Female,White,United States,Full-Time,No
1640,185,main_study,Yes,Yes,1,Varied,1,2,3,1,0,0,0,31,Female,White,United States,Unemployed (and job seeking),No
1641,217,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,31,Female,White,United States,Other,No
1642,284,main_study,Yes,No,0,Varied,3,2,4,-1,0,0,0,69,Female,White,United States,Full-Time,No
1643,785,main_study,Yes,No,0,Stayed the same,5,4,1,-1,0,0,1,42,Male,White,United States,Unemployed (and job seeking),No
1644,319,main_study,Yes,No,0,Varied,3,3,2,0,0,0,0,59,Female,White,United States,Unemployed (and job seeking),No
1645,542,main_study,Yes,Yes,1,Varied,3,2,1,-1,0,0,0,25,Male,White,United States,Full-Time,Yes
1646,877,main_study,Yes,Not sure,0,Varied,5,5,2,0,0,0,0,19,Female,Black,United States,Full-Time,No
1647,394,main_study,Yes,Yes,1,Varied,2,1,3,-1,0,1,0,19,Male,Black,United States,Part-Time,Yes
1648,144,main_study,Yes,Yes,1,Varied,2,3,2,1,0,0,0,22,Male,Asian,United States,Unemployed (and job seeking),Yes
1649,199,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,20,Female,White,United States,Unemployed (and job seeking),Yes
1650,726,main_study,Yes,Yes,1,Varied,2,4,3,2,0,0,0,34,Female,White,United States,Other,No
1651,714,main_study,Yes,Yes,1,Varied,4,5,1,1,0,0,0,56,Male,White,United States,Unemployed (and job seeking),No
1652,452,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,46,Female,White,United States,Part-Time,No
1653,341,main_study,Yes,Yes,1,Varied,2,4,2,2,0,0,0,49,Female,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
1654,522,main_study,Yes,Yes,1,Stayed the same,4,5,1,1,0,0,1,47,Female,White,United States,Other,No
1655,648,main_study,Yes,Not sure,0,Not sure,3,4,2,1,0,0,1,45,Female,White,United States,Full-Time,No
1656,185,main_study,Yes,Yes,1,Varied,2,2,4,0,0,0,0,30,Male,Prefer not to say,United States,Unemployed (and job seeking),No
1657,166,main_study,Yes,Yes,1,Varied,1,1,5,0,0,0,0,25,Prefer not to say,White,United States,Unemployed (and job seeking),Yes
1658,281,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,60,Male,White,United States,Unemployed (and job seeking),No
1659,473,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,32,Female,White,United States,Full-Time,No
1660,218,main_study,Yes,Yes,1,Varied,1,1,4,0,0,0,0,36,Female,White,United States,Unemployed (and job seeking),No
1661,390,main_study,Yes,Yes,1,Varied,4,4,2,0,0,1,0,53,Female,White,United States,Full-Time,No
1662,241,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,45,Male,White,United States,Full-Time,No
1663,705,main_study,Yes,Not sure,0,Varied,4,4,2,0,0,0,0,39,Female,Other,United States,Other,No
1664,171,main_study,Yes,No,0,Varied,1,1,5,0,1,0,0,40,Male,White,United States,Part-Time,No
1665,517,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,42,Female,Black,United States,Unemployed (and job seeking),No
1666,399,main_study,Yes,Not sure,0,Varied,3,3,3,0,0,0,0,43,Female,White,United States,Full-Time,No
1667,328,main_study,Yes,Yes,1,Varied,4,5,1,1,0,0,0,37,Female,Other,United States,Full-Time,Yes
1668,601,main_study,Yes,Yes,1,Varied,1,2,3,1,0,0,0,26,Female,Black,United States,Unemployed (and job seeking),No
1669,498,main_study,Yes,No,0,Varied,3,3,2,0,0,0,0,48,Male,White,United States,Unemployed (and job seeking),No
1670,262,main_study,Yes,No,0,Varied,4,4,2,0,0,0,0,23,Female,White,United States,Part-Time,Yes
1671,145,main_study,Yes,Yes,1,Varied,2,3,3,1,0,0,0,19,Female,White,United States,Unemployed (and job seeking),Yes
1672,427,main_study,Yes,Yes,1,Varied,4,5,1,1,0,0,0,66,Female,White,United States,Unemployed (and job seeking),No
1673,212,main_study,Yes,Yes,1,Varied,1,1,4,0,0,0,0,29,Female,White,United States,Full-Time,No
1674,218,main_study,Yes,Yes,1,Varied,1,4,2,3,0,0,0,52,Female,Other,United States,Other,No
1675,282,main_study,Yes,No,0,Varied,4,2,3,-2,0,0,0,41,Male,White,United States,Full-Time,No
1676,95,main_study,Yes,Yes,1,Varied,2,4,2,2,0,0,0,35,Male,Mixed,United States,Full-Time,Yes
1677,268,main_study,Yes,Not sure,0,Varied,3,2,4,-1,0,0,0,38,Male,White,United States,Full-Time,No
1678,418,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,55,Female,White,United States,Due to start a new job within the next month,No
1679,402,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,55,Female,White,United States,Other,No
1680,432,main_study,Yes,Yes,1,Varied,5,5,1,0,0,0,0,34,Male,White,United States,Other,No
1681,456,main_study,Yes,No,0,Stayed the same,1,2,3,1,0,0,1,53,Female,Black,United States,Full-Time,No
1682,328,main_study,Yes,Not sure,0,Varied,2,3,3,1,0,0,0,39,Female,Other,United States,Unemployed (and job seeking),No
1683,1490,main_study,Yes,Not sure,0,Varied,3,4,2,1,0,0,0,20,Female,Black,United States,Part-Time,Yes
1684,432,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,34,Female,White,United States,Unemployed (and job seeking),No
1685,271,main_study,Yes,Yes,1,Varied,2,4,3,2,0,0,0,26,Female,White,United States,Part-Time,Yes
1686,310,main_study,Yes,Yes,1,Varied,1,4,2,3,0,0,0,38,Female,Black,United States,Unemployed (and job seeking),No
1687,252,main_study,Yes,No,0,Varied,4,5,2,1,0,0,0,25,Female,White,United States,Unemployed (and job seeking),No
1688,218,main_study,Yes,Not sure,0,Varied,1,1,5,0,0,0,0,47,Male,White,United States,Full-Time,No
1689,538,main_study,Yes,Yes,1,Varied,4,3,3,-1,0,0,0,58,Male,White,United States,Part-Time,No
1690,388,main_study,Yes,Yes,1,Varied,5,5,1,0,0,0,0,50,Female,White,United States,Other,Yes
1691,291,main_study,Yes,Yes,1,Varied,2,3,2,1,0,0,0,22,Female,White,United States,Unemployed (and job seeking),No
1692,341,main_study,Yes,Yes,1,Varied,1,2,4,1,0,0,0,41,Female,White,United States,Full-Time,No
1693,252,main_study,Yes,Yes,1,Varied,2,2,5,0,0,0,0,25,Female,White,United States,Part-Time,No
1694,565,main_study,Yes,Yes,1,Varied,4,3,3,-1,0,0,0,64,Female,White,United States,Part-Time,No
1695,270,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,31,Male,White,United States,Full-Time,No
1696,213,main_study,Yes,Not sure,0,Varied,4,4,2,0,0,0,0,62,Male,White,United States,Full-Time,No
